Date,Score,Resting Heart Rate,Body Battery,Pulse Ox,Respiration,Quality,Duration,Bedtime,Wake Time
6/9/2024,79,54,39,93,16,Fair,8h 17min,11:08 PM,7:25 AM
6/8/2024,81,58,40,95,15,Good,7h 55min,11:06 PM,7:21 AM
6/7/2024,83,56,49,96,14,Good,7h 24min,11:25 PM,7:00 AM
6/6/2024,69,58,34,95,15,Fair,5h 19min,12:46 AM,6:05 AM
6/5/2024,70,56,37,96,15,Fair,7h 13min,11:21 PM,6:50 AM
6/4/2024,82,54,58,97,14,Good,7h 4min,10:54 PM,6:02 AM
6/3/2024,75,57,36,98,15,Fair,6h 53min,11:39 PM,6:32 AM
6/2/2024,85,53,63,96,15,Good,8h 1min,12:20 AM,8:21 AM
6/1/2024,76,59,39,95,15,Fair,6h 39min,12:30 AM,7:09 AM
5/31/2024,70,58,31,96,14,Fair,7h 6min,11:24 PM,6:40 AM
5/30/2024,79,56,42,96,16,Fair,7h 2min,11:43 PM,6:45 AM
5/29/2024,77,55,41,95,15,Fair,6h 50min,11:52 PM,6:42 AM
5/28/2024,83,55,37,0,15,Good,7h 21min,11:01 PM,6:22 AM
5/27/2024,75,55,41,96,17,Fair,6h 18min,12:12 AM,6:33 AM
5/26/2024,85,52,48,96,13,Good,8h 5min,10:32 PM,6:54 AM
5/25/2024,84,54,45,96,15,Good,8h 1min,10:48 PM,7:12 AM
5/24/2024,78,57,37,95,15,Fair,7h 33min,10:46 PM,7:01 AM
5/23/2024,71,57,31,94,16,Fair,7h 31min,11:00 PM,6:56 AM
5/22/2024,90,52,49,96,15,Excellent,8h 26min,11:20 PM,7:48 AM
5/21/2024,76,53,44,96,16,Fair,6h 28min,12:09 AM,6:42 AM
5/20/2024,89,51,64,95,16,Good,8h 32min,11:20 PM,7:59 AM
5/19/2024,74,54,44,96,16,Fair,6h 4min,12:49 AM,7:05 AM
5/18/2024,77,54,46,96,16,Fair,6h 19min,12:46 AM,7:05 AM
5/17/2024,80,55,56,97,15,Good,7h 2min,12:13 AM,7:16 AM
5/16/2024,79,55,51,96,15,Fair,6h 30min,12:12 AM,6:42 AM
5/15/2024,50,58,26,96,16,Poor,9h 0min,9:57 PM,7:14 AM
5/14/2024,29,59,3,96,14,Poor,3h 31min,3:07 AM,7:01 AM
5/13/2024,78,56,44,95,13,Fair,6h 43min,12:35 AM,7:18 AM
5/12/2024,47,58,26,98,14,Poor,5h 49min,1:34 AM,7:43 AM
5/11/2024,82,56,45,97,15,Good,7h 30min,11:00 PM,6:42 AM
5/10/2024,77,54,44,97,14,Fair,6h 19min,12:09 AM,6:33 AM
5/9/2024,81,53,46,95,15,Good,6h 52min,11:46 PM,6:39 AM
5/8/2024,88,52,61,97,16,Good,7h 31min,11:31 PM,7:05 AM
5/7/2024,86,52,56,96,14,Good,7h 12min,11:39 PM,6:54 AM
5/6/2024,80,55,41,97,15,Good,6h 47min,12:48 AM,7:47 AM
5/5/2024,77,55,44,95,15,Fair,6h 13min,1:34 AM,7:50 AM
5/4/2024,85,54,52,96,15,Good,7h 18min,12:04 AM,7:23 AM
5/3/2024,83,54,54,96,16,Good,7h 23min,11:37 PM,7:02 AM
5/2/2024,76,54,37,96,15,Fair,6h 21min,12:25 AM,6:51 AM
5/1/2024,83,53,51,95,14,Good,7h 52min,10:57 PM,7:27 AM
4/30/2024,50,56,34,96,15,Poor,7h 14min,11:45 PM,7:12 AM
4/29/2024,82,57,52,96,16,Good,7h 32min,11:21 PM,7:07 AM
4/28/2024,79,57,36,96,15,Fair,6h 19min,12:12 AM,6:31 AM
4/27/2024,61,58,29,96,15,Fair,7h 23min,10:51 PM,6:53 AM
4/26/2024,70,58,0,96,14,Fair,6h 11min,12:30 AM,6:44 AM
4/25/2024,82,56,46,94,14,Good,8h 2min,10:51 PM,7:12 AM
4/24/2024,84,56,46,96,14,Good,8h 15min,10:56 PM,7:12 AM
4/23/2024,88,52,50,96,14,Good,7h 48min,11:24 PM,7:12 AM
4/22/2024,88,52,51,97,14,Good,8h 23min,10:40 PM,7:15 AM
4/21/2024,80,54,53,96,14,Good,6h 52min,12:38 AM,7:44 AM
4/20/2024,50,58,31,95,17,Poor,8h 9min,11:09 PM,7:28 AM
4/19/2024,79,52,45,96,14,Fair,6h 45min,12:12 AM,6:58 AM
4/18/2024,78,54,37,94,13,Fair,6h 49min,11:56 PM,7:04 AM
4/17/2024,83,52,54,96,14,Good,8h 2min,10:50 PM,7:19 AM
4/16/2024,86,55,45,95,15,Good,7h 28min,11:44 PM,7:14 AM
4/15/2024,79,55,0,96,14,Fair,7h 30min,11:10 PM,7:05 AM
4/14/2024,85,55,39,96,15,Good,8h 35min,10:35 PM,7:31 AM
4/13/2024,85,53,44,96,14,Good,7h 20min,12:36 AM,8:11 AM
4/12/2024,83,56,44,95,15,Good,8h 42min,10:12 PM,7:05 AM
4/11/2024,84,52,58,96,14,Good,8h 4min,11:02 PM,7:41 AM
4/10/2024,76,58,32,98,15,Fair,6h 33min,12:34 AM,7:23 AM
4/9/2024,85,53,53,0,14,Good,7h 27min,12:04 AM,7:31 AM
4/8/2024,58,51,46,96,15,Poor,6h 32min,12:02 AM,6:46 AM
4/7/2024,78,55,40,95,14,Fair,7h 4min,12:05 AM,7:35 AM
4/6/2024,87,55,48,96,14,Good,8h 0min,10:54 PM,7:10 AM
4/5/2024,76,57,26,95,13,Fair,7h 18min,12:04 AM,7:22 AM
4/4/2024,79,57,38,96,14,Fair,7h 59min,11:43 PM,7:56 AM
4/3/2024,76,57,36,95,16,Fair,6h 49min,12:38 AM,7:27 AM
4/2/2024,78,57,36,0,14,Fair,6h 48min,12:34 AM,7:25 AM
4/1/2024,82,54,45,96,13,Good,7h 11min,12:25 AM,7:36 AM
3/31/2024,47,52,30,95,16,Poor,5h 34min,1:59 AM,7:33 AM
3/30/2024,74,56,24,96,13,Fair,6h 10min,1:04 AM,7:14 AM
3/29/2024,49,57,26,95,16,Poor,6h 31min,1:03 AM,7:40 AM
3/28/2024,81,57,37,96,15,Good,7h 56min,11:35 PM,7:39 AM
3/27/2024,76,58,32,96,14,Fair,9h 23min,9:48 PM,8:10 AM
3/26/2024,81,54,47,95,15,Good,7h 7min,11:55 PM,7:22 AM
3/25/2024,89,55,56,0,14,Good,8h 4min,11:31 PM,7:35 AM
3/24/2024,42,58,22,96,15,Poor,6h 56min,12:43 AM,8:13 AM
3/23/2024,0,0,0,0,0,--,--,--,--
3/22/2024,81,57,32,97,15,Good,7h 37min,11:46 PM,7:50 AM
3/21/2024,83,55,45,98,14,Good,7h 23min,12:13 AM,7:36 AM
3/20/2024,55,56,0,94,16,Poor,5h 17min,3:12 AM,9:54 AM
3/19/2024,88,54,38,97,14,Good,8h 44min,11:17 PM,8:05 AM
3/18/2024,49,56,33,96,14,Poor,7h 33min,12:30 AM,8:28 AM
3/17/2024,84,54,40,96,14,Good,8h 15min,11:07 PM,7:44 AM
3/16/2024,88,53,44,96,15,Good,7h 29min,11:31 PM,7:08 AM
3/15/2024,85,56,34,96,16,Good,7h 40min,11:38 PM,7:33 AM
3/14/2024,83,55,55,97,15,Good,8h 29min,12:22 AM,9:08 AM
3/13/2024,75,55,39,97,15,Fair,6h 58min,12:19 AM,7:24 AM
3/12/2024,78,54,0,96,14,Fair,6h 32min,1:08 AM,7:53 AM
3/11/2024,62,53,41,96,16,Fair,7h 44min,12:10 AM,8:14 AM
3/10/2024,79,57,44,96,15,Fair,7h 19min,10:58 PM,6:45 AM
3/9/2024,84,56,41,96,15,Good,7h 54min,11:51 PM,7:46 AM
3/8/2024,76,57,45,97,14,Fair,8h 41min,10:35 PM,7:55 AM
3/7/2024,78,58,37,97,14,Fair,7h 53min,11:25 PM,8:00 AM
3/6/2024,56,57,21,93,15,Poor,4h 20min,2:17 AM,6:38 AM
3/5/2024,74,54,37,95,15,Fair,6h 19min,12:06 AM,6:26 AM
3/4/2024,74,57,27,96,15,Fair,6h 4min,1:02 AM,7:06 AM
3/3/2024,82,52,45,95,14,Good,7h 15min,11:56 PM,7:13 AM
3/2/2024,81,56,50,97,16,Good,8h 12min,11:00 PM,7:42 AM
3/1/2024,79,58,38,0,15,Fair,7h 10min,11:58 PM,7:08 AM
2/29/2024,72,57,34,95,15,Fair,6h 36min,11:43 PM,6:42 AM
2/28/2024,78,55,43,95,14,Fair,6h 41min,12:12 AM,6:55 AM
2/27/2024,87,54,46,97,14,Good,8h 26min,10:19 PM,6:51 AM
2/26/2024,80,55,38,96,15,Good,6h 41min,12:30 AM,7:11 AM
2/25/2024,79,55,43,96,15,Fair,7h 27min,11:05 PM,7:03 AM
2/24/2024,89,52,50,0,15,Good,8h 33min,10:05 PM,6:53 AM
2/23/2024,81,49,51,95,14,Good,8h 23min,11:45 PM,8:41 AM
2/22/2024,77,57,38,97,14,Fair,6h 27min,12:52 AM,7:28 AM
2/21/2024,49,53,29,96,15,Poor,8h 10min,11:00 PM,7:26 AM
2/20/2024,78,53,54,98,14,Fair,6h 59min,10:35 PM,7:07 AM
2/19/2024,73,59,0,96,17,Fair,6h 45min,12:03 AM,6:55 AM
2/18/2024,85,57,0,98,14,Good,7h 47min,11:02 PM,7:10 AM
2/17/2024,82,57,41,0,15,Good,8h 21min,10:37 PM,7:42 AM
2/16/2024,86,52,29,97,13,Good,8h 29min,11:18 PM,8:09 AM
2/15/2024,81,55,45,95,14,Good,7h 30min,11:50 PM,7:30 AM
2/14/2024,87,51,54,97,14,Good,7h 5min,10:54 PM,6:01 AM
2/13/2024,83,56,47,97,14,Good,8h 13min,11:01 PM,7:41 AM
2/12/2024,57,56,21,94,13,Poor,6h 6min,12:36 AM,7:13 AM
2/11/2024,50,58,35,97,16,Poor,9h 4min,10:20 PM,7:42 AM
2/10/2024,83,55,49,96,13,Good,8h 57min,10:14 PM,7:41 AM
2/9/2024,83,58,0,95,16,Good,7h 42min,11:14 PM,7:12 AM
2/8/2024,88,55,0,98,14,Good,7h 48min,11:05 PM,7:03 AM
2/7/2024,79,55,54,97,15,Fair,7h 8min,10:53 PM,6:25 AM
2/6/2024,75,55,37,97,15,Fair,6h 0min,1:37 AM,7:43 AM
2/5/2024,86,53,49,96,14,Good,8h 43min,10:30 PM,7:37 AM
2/4/2024,80,53,41,97,15,Good,7h 13min,12:09 AM,7:41 AM
2/3/2024,85,52,45,97,14,Good,9h 2min,10:34 PM,7:42 AM
2/2/2024,82,55,37,97,14,Good,9h 23min,10:05 PM,7:59 AM
2/1/2024,81,57,43,96,15,Good,8h 19min,11:02 PM,8:00 AM
1/31/2024,85,54,47,97,14,Good,7h 22min,12:38 AM,8:01 AM
1/30/2024,86,55,44,97,15,Good,8h 41min,11:50 PM,8:31 AM
1/29/2024,83,54,35,96,15,Good,7h 30min,12:39 AM,8:18 AM
1/28/2024,84,56,33,96,14,Good,7h 49min,11:57 PM,7:46 AM
1/27/2024,53,59,36,95,14,Poor,8h 12min,11:49 PM,8:18 AM
1/26/2024,83,56,40,97,15,Good,7h 28min,12:46 AM,8:14 AM
1/25/2024,82,57,39,95,15,Good,7h 15min,12:31 AM,7:46 AM
1/24/2024,89,51,53,95,15,Good,7h 44min,11:24 PM,7:27 AM
1/23/2024,85,56,39,97,15,Good,7h 49min,11:28 PM,7:19 AM
1/22/2024,89,54,46,96,15,Good,7h 26min,12:01 AM,7:44 AM
1/21/2024,84,55,0,95,14,Good,8h 2min,10:16 PM,7:37 AM
1/20/2024,75,56,42,97,14,Fair,6h 40min,12:42 AM,7:23 AM
1/19/2024,72,55,33,96,15,Fair,7h 26min,11:41 PM,8:03 AM
1/18/2024,83,57,44,0,15,Good,8h 39min,12:03 AM,8:51 AM
1/17/2024,77,54,40,96,14,Fair,8h 10min,10:51 PM,7:48 AM
1/16/2024,81,54,44,98,15,Good,7h 28min,12:20 AM,7:48 AM
1/15/2024,85,53,57,96,13,Good,8h 46min,11:01 PM,8:06 AM
1/14/2024,50,55,30,97,16,Poor,4h 49min,3:01 AM,7:51 AM
1/13/2024,84,55,49,94,16,Good,7h 26min,11:44 PM,7:33 AM
1/12/2024,77,57,40,93,15,Fair,6h 49min,12:24 AM,7:20 AM
1/11/2024,86,56,0,97,13,Good,8h 51min,11:04 PM,8:06 AM
1/10/2024,0,0,0,0,0,--,--,--,--
1/9/2024,63,58,36,0,15,Fair,8h 31min,11:14 PM,9:02 AM
1/8/2024,80,56,35,95,15,Good,6h 58min,12:16 AM,7:17 AM
1/7/2024,78,56,34,97,15,Fair,9h 23min,11:18 PM,9:18 AM
1/6/2024,79,58,42,95,14,Fair,8h 46min,10:40 PM,8:04 AM
1/5/2024,78,53,42,97,13,Fair,7h 47min,10:08 PM,6:29 AM
1/4/2024,79,56,33,96,14,Fair,9h 36min,11:36 PM,9:46 AM
1/3/2024,83,54,51,95,15,Good,8h 24min,11:18 PM,8:28 AM
1/2/2024,83,56,27,0,14,Good,7h 41min,12:02 AM,7:51 AM
1/1/2024,75,59,41,93,15,Fair,6h 33min,3:15 AM,9:48 AM
12/31/2023,74,59,24,97,14,Fair,6h 22min,12:18 AM,6:40 AM
12/30/2023,81,58,43,96,15,Good,9h 5min,10:31 PM,8:14 AM
12/29/2023,83,60,32,95,15,Good,8h 52min,11:38 PM,8:44 AM
12/28/2023,86,51,53,97,14,Good,9h 3min,11:00 PM,8:16 AM
12/27/2023,81,56,49,97,13,Good,7h 14min,12:42 AM,8:01 AM
12/26/2023,79,58,45,95,16,Fair,6h 56min,1:03 AM,7:59 AM
12/25/2023,62,57,32,97,17,Fair,5h 11min,2:34 AM,7:46 AM
12/24/2023,79,57,42,95,15,Fair,6h 40min,12:52 AM,7:32 AM
12/23/2023,72,57,37,97,18,Fair,6h 12min,12:06 AM,7:05 AM
12/22/2023,74,56,52,95,16,Fair,6h 6min,10:20 PM,6:05 AM
12/21/2023,78,56,47,97,15,Fair,6h 44min,11:53 PM,7:03 AM
12/20/2023,76,38,0,96,17,Fair,6h 31min,11:47 PM,7:19 AM
12/19/2023,93,53,60,96,15,Excellent,8h 48min,10:56 PM,7:53 AM
12/18/2023,84,58,60,94,15,Good,7h 4min,12:17 AM,7:23 AM
12/17/2023,68,59,0,0,17,Fair,6h 15min,1:18 AM,7:33 AM
12/16/2023,72,48,0,96,15,Fair,6h 8min,12:42 AM,6:55 AM
12/15/2023,86,55,0,97,14,Good,7h 35min,11:52 PM,7:32 AM
12/14/2023,91,57,0,96,17,Excellent,7h 37min,11:16 PM,7:35 AM
12/13/2023,82,57,0,97,16,Good,6h 29min,11:57 PM,7:05 AM
12/12/2023,89,58,0,95,17,Good,8h 5min,10:55 PM,7:21 AM
12/11/2023,53,55,0,96,17,Poor,3h 53min,11:59 PM,3:52 AM
12/10/2023,80,57,0,98,16,Good,7h 1min,11:48 PM,6:49 AM
12/9/2023,80,57,0,97,14,Good,7h 11min,12:20 AM,7:37 AM
12/8/2023,51,58,0,95,17,Poor,8h 1min,11:25 PM,7:29 AM
12/7/2023,85,55,0,95,16,Good,7h 30min,11:33 PM,7:09 AM
12/6/2023,87,54,0,96,15,Good,7h 36min,11:39 PM,7:22 AM
12/5/2023,86,53,0,96,15,Good,7h 8min,10:55 PM,6:12 AM
12/4/2023,80,57,0,96,15,Good,7h 37min,10:45 PM,6:40 AM
12/3/2023,82,59,0,96,14,Good,8h 41min,12:23 AM,9:04 AM
12/2/2023,61,56,0,97,13,Fair,4h 46min,1:51 AM,6:37 AM
12/1/2023,46,60,0,96,15,Poor,6h 2min,12:41 AM,7:14 AM
11/30/2023,82,57,0,96,16,Good,7h 8min,12:09 AM,7:18 AM
11/29/2023,83,57,0,95,16,Good,9h 16min,11:38 PM,9:26 AM
11/28/2023,79,56,0,98,13,Fair,6h 37min,12:44 AM,7:41 AM
11/27/2023,78,58,0,96,15,Fair,9h 18min,10:10 PM,7:35 AM
11/26/2023,74,51,0,89,15,Fair,6h 24min,10:07 PM,5:13 AM
11/25/2023,85,55,0,96,15,Good,6h 58min,12:42 AM,7:50 AM
11/24/2023,80,58,0,96,15,Good,7h 21min,12:15 AM,7:49 AM
11/23/2023,84,58,0,96,16,Good,8h 54min,11:00 PM,7:56 AM
11/22/2023,84,54,0,98,14,Good,6h 50min,11:50 PM,6:40 AM
11/21/2023,88,54,0,97,15,Good,8h 2min,12:01 AM,8:08 AM
11/20/2023,88,57,0,94,15,Good,8h 7min,11:07 PM,7:14 AM
11/19/2023,0,0,0,0,0,--,--,--,--
11/18/2023,85,57,0,93,15,Good,8h 11min,11:31 PM,7:43 AM
11/17/2023,64,60,0,96,14,Fair,6h 32min,11:58 PM,6:33 AM
11/16/2023,81,56,0,97,14,Good,6h 36min,12:48 AM,7:25 AM
11/15/2023,83,54,0,96,15,Good,6h 40min,11:48 PM,7:19 AM
11/14/2023,80,56,0,97,14,Good,6h 47min,12:30 AM,7:26 AM
11/13/2023,85,57,0,0,14,Good,8h 23min,10:30 PM,7:06 AM
11/12/2023,59,57,0,97,14,Poor,4h 36min,3:32 PM,8:36 AM
11/11/2023,84,57,0,96,15,Good,7h 41min,11:35 PM,7:16 AM
11/10/2023,87,57,0,97,15,Good,7h 41min,11:12 PM,6:54 AM
11/9/2023,82,58,0,97,15,Good,7h 37min,11:17 PM,7:05 AM
11/8/2023,90,56,0,97,14,Excellent,7h 39min,10:56 PM,6:40 AM
11/7/2023,42,59,0,96,16,Poor,6h 23min,12:01 AM,7:51 AM
11/6/2023,86,57,0,97,13,Good,7h 38min,10:57 PM,6:39 AM
11/5/2023,86,50,0,0,16,Good,8h 10min,11:20 PM,7:30 AM
11/4/2023,77,56,0,96,16,Fair,7h 4min,12:37 AM,8:01 AM
11/3/2023,77,59,0,96,15,Fair,8h 18min,12:15 AM,9:29 AM
11/2/2023,86,57,0,96,16,Good,7h 31min,11:15 PM,6:46 AM
11/1/2023,81,59,0,94,17,Good,7h 31min,11:55 PM,7:32 AM
10/31/2023,73,55,0,97,14,Fair,5h 54min,11:53 PM,5:59 AM
10/30/2023,73,58,0,96,15,Fair,7h 12min,11:48 PM,7:03 AM
10/29/2023,74,56,0,96,16,Fair,7h 4min,1:07 AM,8:18 AM
10/28/2023,83,58,0,96,15,Good,8h 12min,12:16 AM,8:35 AM
10/27/2023,86,59,0,95,14,Good,8h 21min,10:19 PM,6:57 AM
10/26/2023,83,60,0,95,14,Good,8h 46min,9:48 PM,6:51 AM
10/25/2023,65,62,0,96,15,Fair,5h 37min,11:28 PM,6:07 AM
10/24/2023,80,59,0,96,14,Good,7h 6min,12:10 AM,7:16 AM
10/23/2023,79,60,0,95,14,Fair,10h 13min,11:04 PM,9:59 AM
10/22/2023,67,60,0,97,14,Fair,7h 52min,10:36 PM,7:47 AM
10/21/2023,81,59,0,94,14,Good,8h 0min,11:58 PM,7:59 AM
10/20/2023,82,57,0,97,14,Good,7h 17min,12:03 AM,7:20 AM
10/19/2023,89,53,0,96,15,Good,8h 26min,10:59 PM,7:25 AM
10/18/2023,50,61,0,95,15,Poor,6h 30min,12:08 AM,6:46 AM
10/17/2023,49,60,0,96,15,Poor,8h 1min,11:18 PM,7:55 AM
10/16/2023,81,55,0,97,14,Good,7h 8min,11:52 PM,7:00 AM
10/15/2023,72,57,0,95,15,Fair,5h 56min,12:33 AM,6:32 AM
10/14/2023,82,56,0,96,15,Good,7h 19min,11:56 PM,7:28 AM
10/13/2023,73,58,0,89,16,Fair,6h 30min,12:18 AM,7:17 AM
10/12/2023,73,58,0,97,15,Fair,5h 52min,1:26 AM,7:18 AM
10/11/2023,88,56,0,94,16,Good,8h 43min,11:15 PM,8:00 AM
10/10/2023,68,57,0,95,15,Fair,5h 37min,12:30 AM,7:08 AM
10/9/2023,88,53,0,97,14,Good,9h 45min,10:06 PM,8:06 AM
10/8/2023,81,57,0,96,15,Good,8h 24min,11:25 PM,7:50 AM
10/7/2023,95,53,0,95,15,Excellent,8h 2min,12:20 AM,8:22 AM
10/6/2023,0,0,0,0,0,--,--,--,--
10/5/2023,82,60,0,96,15,Good,8h 56min,9:56 PM,7:14 AM
10/4/2023,84,56,0,97,15,Good,8h 4min,11:14 PM,7:19 AM
10/3/2023,70,54,0,98,15,Fair,9h 7min,8:49 PM,6:49 AM
10/2/2023,88,55,0,96,15,Good,7h 24min,11:00 PM,6:24 AM
10/1/2023,81,55,0,97,15,Good,8h 10min,10:40 PM,7:25 AM
9/30/2023,80,58,0,98,15,Good,6h 58min,12:09 AM,7:33 AM
9/29/2023,84,57,0,0,15,Good,7h 33min,11:45 PM,7:18 AM
9/28/2023,75,58,0,96,14,Fair,6h 34min,11:05 PM,6:36 AM
9/27/2023,88,58,0,96,14,Good,7h 41min,10:35 PM,7:24 AM
9/26/2023,81,55,0,96,14,Good,7h 31min,11:02 PM,6:47 AM
9/25/2023,81,56,0,96,15,Good,7h 10min,10:26 PM,6:20 AM
9/24/2023,81,59,0,97,16,Good,8h 5min,11:08 PM,7:14 AM
9/23/2023,86,57,0,97,15,Good,7h 33min,12:13 AM,8:04 AM
9/22/2023,91,56,0,0,15,Excellent,8h 4min,11:18 PM,7:34 AM
9/21/2023,49,59,0,95,16,Poor,7h 7min,11:19 PM,6:45 AM
9/20/2023,85,56,0,95,15,Good,7h 11min,11:28 PM,6:52 AM
9/19/2023,84,56,0,95,16,Good,7h 14min,11:50 PM,7:04 AM
9/18/2023,84,57,0,96,15,Good,7h 14min,11:01 PM,6:15 AM
9/17/2023,84,58,0,96,15,Good,8h 33min,10:23 PM,7:25 AM
9/16/2023,98,51,0,96,14,Excellent,8h 1min,11:33 PM,7:36 AM
9/15/2023,79,58,0,97,15,Fair,7h 10min,11:44 PM,7:18 AM
9/14/2023,86,57,0,97,14,Good,7h 32min,11:32 PM,7:04 AM
9/13/2023,86,59,0,94,16,Good,7h 46min,11:19 PM,7:05 AM
9/12/2023,70,58,0,97,14,Fair,6h 52min,10:48 PM,7:04 AM
9/11/2023,94,56,0,95,16,Excellent,8h 11min,11:01 PM,7:14 AM
9/10/2023,85,59,0,96,15,Good,7h 39min,12:18 AM,8:20 AM
9/9/2023,86,59,0,96,15,Good,8h 41min,10:47 PM,7:28 AM
9/8/2023,75,58,0,95,15,Fair,6h 33min,11:35 PM,6:09 AM
9/7/2023,87,58,0,95,15,Good,8h 33min,10:32 PM,7:05 AM
9/6/2023,78,57,0,97,15,Fair,7h 8min,11:31 PM,6:41 AM
9/5/2023,79,58,0,96,16,Fair,7h 23min,11:39 PM,7:05 AM
9/4/2023,80,57,0,96,15,Good,7h 34min,11:16 PM,6:55 AM
9/3/2023,79,59,0,96,15,Fair,7h 4min,12:06 AM,7:20 AM
9/2/2023,0,0,0,0,0,--,--,--,--
9/1/2023,93,55,0,0,15,Excellent,8h 11min,11:17 PM,7:30 AM
8/31/2023,84,55,0,94,15,Good,7h 41min,11:37 PM,7:40 AM
8/30/2023,88,57,0,97,15,Good,8h 26min,11:08 PM,7:35 AM
8/29/2023,83,60,0,96,14,Good,7h 47min,11:06 PM,7:02 AM
8/28/2023,88,56,0,96,15,Good,8h 42min,11:33 PM,8:41 AM
8/27/2023,74,60,0,97,15,Fair,8h 55min,11:27 PM,8:36 AM
8/26/2023,80,57,0,95,15,Good,9h 36min,10:13 PM,8:07 AM
8/25/2023,80,60,0,95,14,Good,7h 11min,11:35 PM,6:49 AM
8/24/2023,53,56,0,0,15,Poor,5h 2min,2:17 AM,7:22 AM
8/23/2023,0,57,0,99,13,Poor,3h 19min,4:24 PM,8:55 AM
8/22/2023,87,56,0,96,14,Good,9h 6min,11:30 PM,9:01 AM
8/21/2023,60,58,0,95,17,Fair,6h 30min,1:02 AM,7:34 AM
8/20/2023,70,59,0,97,15,Fair,6h 12min,3:52 AM,10:42 AM
8/19/2023,83,56,0,95,14,Good,8h 16min,11:24 PM,7:42 AM
8/18/2023,83,54,0,96,14,Good,7h 17min,11:42 PM,6:59 AM
8/17/2023,73,55,0,96,16,Fair,6h 30min,11:19 PM,6:03 AM
8/16/2023,95,53,0,94,15,Excellent,8h 8min,11:34 PM,7:42 AM
8/15/2023,0,0,0,0,0,--,--,--,--
8/14/2023,68,57,0,95,17,Fair,6h 53min,11:58 PM,6:57 AM
8/13/2023,94,51,0,98,14,Excellent,8h 57min,10:28 PM,7:46 AM
8/12/2023,84,56,0,97,15,Good,7h 56min,11:06 PM,7:27 AM
8/11/2023,85,53,0,0,0,Good,9h 35min,10:29 PM,8:35 AM
8/10/2023,83,57,0,0,0,Good,8h 36min,11:05 PM,8:05 AM
8/9/2023,66,56,0,98,15,Fair,9h 52min,10:22 PM,9:14 AM
8/8/2023,56,51,0,96,15,Poor,8h 36min,11:05 PM,8:05 AM
8/7/2023,81,53,0,96,15,Good,9h 32min,10:20 PM,8:31 AM
8/6/2023,62,52,0,96,15,Fair,8h 36min,11:05 PM,8:05 AM
8/5/2023,38,51,0,97,14,Poor,8h 36min,11:05 PM,8:05 AM
8/4/2023,77,54,0,96,14,Fair,6h 2min,11:51 PM,5:53 AM
8/3/2023,72,52,0,95,14,Fair,6h 1min,12:24 AM,6:31 AM
8/2/2023,0,0,0,0,0,--,--,--,--
8/1/2023,43,65,0,94,17,Poor,5h 32min,12:58 AM,6:30 AM
7/31/2023,0,0,0,0,0,--,--,--,--
7/30/2023,78,64,0,0,0,Fair,7h 20min,12:55 AM,8:23 AM
7/29/2023,74,58,0,0,17,Fair,6h 42min,11:33 PM,6:53 AM
7/28/2023,64,61,0,95,16,Fair,4h 58min,1:53 AM,6:56 AM
7/27/2023,74,57,0,94,16,Fair,5h 59min,1:30 AM,7:29 AM
7/26/2023,76,60,0,94,16,Fair,6h 59min,11:41 PM,6:41 AM
7/25/2023,69,57,0,92,15,Fair,6h 40min,12:29 AM,8:18 AM
7/24/2023,46,65,0,0,17,Poor,5h 37min,2:52 AM,8:30 AM
7/23/2023,49,63,0,94,16,Poor,4h 4min,3:52 AM,8:03 AM
7/22/2023,49,62,0,95,16,Poor,6h 43min,11:42 PM,6:26 AM
7/21/2023,77,59,0,95,15,Fair,6h 27min,12:20 AM,6:48 AM
7/20/2023,52,61,0,96,16,Poor,7h 6min,11:39 PM,6:46 AM
7/19/2023,82,61,0,94,16,Good,7h 6min,12:20 AM,7:27 AM
7/18/2023,26,65,0,93,17,Poor,3h 8min,2:29 AM,5:45 AM
7/17/2023,70,57,0,0,18,Fair,7h 50min,11:01 PM,6:51 AM
7/16/2023,59,59,0,96,18,Poor,4h 32min,12:16 AM,6:52 AM
7/15/2023,65,59,0,97,18,Fair,5h 1min,2:37 AM,8:05 AM
7/14/2023,33,63,0,94,17,Poor,3h 56min,4:45 AM,9:02 AM
7/13/2023,35,64,0,93,16,Poor,4h 16min,5:13 AM,10:25 AM
7/12/2023,61,63,0,92,19,Fair,4h 43min,12:18 AM,5:01 AM
7/11/2023,71,62,0,94,18,Fair,5h 53min,12:25 AM,6:18 AM
7/10/2023,70,62,0,93,20,Fair,5h 51min,12:59 AM,7:05 AM
7/9/2023,80,64,0,95,19,Good,7h 46min,10:55 PM,7:02 AM
7/8/2023,57,64,0,95,19,Poor,8h 20min,10:40 PM,7:30 AM
7/7/2023,79,57,0,97,18,Fair,6h 38min,10:50 PM,6:05 AM
7/6/2023,69,62,0,94,18,Fair,5h 55min,12:26 AM,7:13 AM
7/5/2023,66,60,0,94,18,Fair,5h 3min,1:18 AM,6:47 AM
7/4/2023,0,0,0,0,0,--,--,--,--
7/3/2023,46,58,0,96,18,Poor,6h 2min,12:06 AM,6:56 AM
7/2/2023,74,60,0,93,17,Fair,6h 2min,12:06 AM,6:56 AM
7/1/2023,51,58,0,95,18,Poor,4h 54min,2:16 AM,7:10 AM
6/30/2023,86,58,0,96,18,Good,8h 50min,9:15 PM,6:53 AM
6/29/2023,39,61,0,93,19,Poor,4h 10min,3:10 AM,7:23 AM
